DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6160	P8586	P6218	P8587	P8587S1	P6211	P5455	P1088	P1088S1	P6216	P5457	P5673	P5674	P6223	P1101	P5461	P5461S1	P5461S2	P5461S3	P4693	P6167	P6180	P6180S1	P6180S2	P8610	P8610S1	P8610S2	P6229	P6229S1	P8612	P8612S1	P8612S2	P6238	P8614	P8614S1	P8614S2	P6202	P781	P781S1	P781S2	P782	P783	LLAVEHOG	FEX_C
6003203	2	1	2	1	2		11	5	5	3																																				60032031	1032.52150586557
6003203	3	1	3	1	1						2	5			2	2	1	1		1	1	1	1	5	2			2					2				2				1	2				60032031	1032.52150586557
6003204	1	1	1	1	2		4	7																																						60032041	987.285169925407
6003204	2	1	2	1	2		4	7																																						60032041	987.285169925407
6003204	3	1	3	1	1						3	9			1		1	3		2	2	2	1	5	2			2					2				2									60032041	987.285169925407
6003205	1	1	1	1	2		3	5																																						60032051	987.285169925407
6003205	2	1	2	1	2		4	7																																						60032051	987.285169925407
6003205	3	1	3	1	1						3	9			1		1	2		2	2	2	4	5	2			2					2				2				1	2				60032051	987.285169925407
6003206	1	1	1	2	2		1																																							60032061	915.725366236569
6003206	2	1	2	1	2		3	2																																						60032061	915.725366236569
6003206	3	1	3	1	2	3	4	9																																						60032061	915.725366236569
6003206	4	1	4	1	1						3	8			1		1	1		2	2	2	4	15	1	0	2500	2					2				2				1	2				60032061	915.725366236569
6003207	1	1	1	2	2		3	3																																						60032071	1024.52503890785
6003208	1	1	1	1	2		4	8																																						60032081	1113.03023694902
6003208	2	1	2	1	2	3	5	11		1																																				60032081	1113.03023694902
6003209	1	1	1	1	2	3	5	11		2																																				60032091	1279.35112305154
6003210	1	1	1	1	1						7	3	3	1	1		1						1	10	2			1	230000	3	1		2				2									60032101	1247.19883792552
6003210	2	1	2	1	1						3	6			1		1	4		2	2	2	5	10	2			2					2				2				2		2	40	2	60032101	1247.19883792552
6003211	1	1	1	1	2		4	6																																						60032111	1393.0271994954
6003211	2	1	2	1	2		5	10		1																																				60032111	1393.0271994954
6003211	3	1	3	1	2	3	4	9																																						60032111	1393.0271994954
6003211	1	2	1	1	2	4	3	5																																						60032112	1393.0271994954
6003211	2	2	2	1	2	4	5	10		1																																				60032112	1393.0271994954
6003211	1	3	1	1	2		5	11		1																																				60032113	1393.0271994954
6003211	2	3	2	1	2	3	5	11		1																																				60032113	1393.0271994954
6003212	1	1	1	1	2		4	6																																						60032121	924.836108638633
6003212	2	1	2	1	1						8	1	6	1	1		1						1	5	2			2					2				2									60032121	924.836108638633
6003212	3	1	3	1	2	8	5	11		1																																				60032121	924.836108638633
6003212	4	1	4	1	1						3	9			1		1	1		2	2	2	4	15	2			2					2				2				1	2				60032121	924.836108638633
6003212	5	1	5	1	1						4	10		1	1		1	1		2	2	2	4	15	2			2					2				2				1	2				60032121	924.836108638633
6003213	1	1	1	1	2	9	4	8																																						60032131	1553.17024908394
6003213	2	1	2	1	2	9	5	11		1																																				60032131	1553.17024908394
6003213	3	1	3	1	2	4	5	11		5																																				60032131	1553.17024908394
6003214	1	1	1	1	2	9	7	2	2	1																																				60032141	1197.86200887513
6003214	2	1	2	1	2	3	7	2	2	1																																				60032141	1197.86200887513
6003215	1	1	1	1	2		11	5	6	1																																				60032151	1244.81014665503
6003215	2	1	2	1	1						4	11		4	1		2	1		2	2	2	1	120	1	500	1000	2					2				2				1	1				60032151	1244.81014665503
6003216	1	1	1	1	2		11	5	5	1																																				60032161	1188.66539695517
6003216	2	1	2	1	1						5	1	0	1	1		1						1	20	2			2					2				2									60032161	1188.66539695517
6003216	3	1	3	1	1						2	1			1		1	1		2	2	2	4	18	2			2					2				2				1	2				60032161	1188.66539695517
6003216	4	1	4	1	1						3	8			1		1	1		2	2	2	1	15	2			2					2				2				1	2				60032161	1188.66539695517
6003217	1	1	1	1	2	9	4	9																																						60032171	1974.21882586927
6003217	2	1	2	1	2	9	4	8																																						60032171	1974.21882586927
6003218	1	1	1	1	2		3	3																																						60032181	543.119667613501
6003218	2	1	2	1	2		3	3																																						60032181	543.119667613501
6003218	3	1	3	1	2	3	5	11		1																																				60032181	543.119667613501
6003218	4	1	4	1	2	9	3	3																																						60032181	543.119667613501
6003218	5	1	5	1	2	3	5	11		1																																				60032181	543.119667613501
6003219	1	1	1	1	2		11	6	6	1																																				60032191	772.582374841096
6003219	2	1	2	1	2		11	5	5	1																																				60032191	772.582374841096
6003219	3	1	3	1	2		7	2	2	1																																				60032191	772.582374841096
6003219	4	1	4	1	1						4	10		1	1		1	1		2	2	2	5	5	2			2					2				2				1	2				60032191	772.582374841096
6003219	5	1	5	1	1						2	1			1		1	1		2	2	2	5	8	2			2					2				2				1	2				60032191	772.582374841096
6003219	6	1	6	2	1						1	1			1		1	1		2	2	2	4	8	2			2					2				2				1	2				60032191	772.582374841096
6003219	7	1	7	1	1						3	9			1		1	1		2	2	2	4	8	2			2					2				2				1	2				60032191	772.582374841096
6003220	1	1	1	1	2		11	5	5	1																																				60032201	206.85698796425
6003220	2	1	2	1	2		11	5	5	1																																				60032201	206.85698796425
6003220	3	1	3	1	1						4	10		1	1		1	1		2	2	2	4	5	2			2					2				2				1	4				60032201	206.85698796425
6003220	4	1	4	1	2		3	4																																						60032201	206.85698796425
6003221	1	1	1	1	1						7	5	5	1	1		1						1	10	2			2					2				2									60032211	209.073982869811
6003221	2	1	2	1	2	8	7	3	3	1																																				60032211	209.073982869811
6003221	3	1	3	1	2		3	5																																						60032211	209.073982869811
6003222	1	1	1	2	2		1																																							60032221	270.853773161562
6003222	2	1	2	1	2	9	5	11		1																																				60032221	270.853773161562
6003223	1	1	1	2	2		1																																							60032231	354.963405365928
6003223	2	1	2	1	2		1																																							60032231	354.963405365928
6003223	3	1	3	1	1						2	4			1		1	1		2	2	2	4	5	2			2					2				2				1	2				60032231	354.963405365928
6003223	4	1	4	1	1						2	4			1		1	1		2	2	2	4	5	2			2					2				2				1	2				60032231	354.963405365928
6003223	5	1	5	1	2	10	4	6																																						60032231	354.963405365928
6003224	1	1	1	1	2	9	5	11		1																																				60032241	468.840777620019
6003224	2	1	2	1	2	9	4	7																																						60032241	468.840777620019
6003225	1	1	1	1	2		5	11		1																																				60032251	404.034243999488
6003225	2	1	2	1	2	4	5	11		1																																				60032251	404.034243999488
6003225	3	1	3	2	1						1	1			1		1	1		2	2	2	1	15	2			2					2				2				1	2				60032251	404.034243999488
6003226	1	1	1	1	2		3	2																																						60032261	468.840777620019
6003226	2	1	2	1	1						3	6			1		1	1		2	2	2	4	30	2			2					2				2				1	1				60032261	468.840777620019
6003226	3	1	3	1	1						2	5			1		1	2		2	2	2	4	30	2			2					2				2				1	1				60032261	468.840777620019
6003226	4	1	4	1	1						2	2			1		1	1		2	2	2	4	30	2			2					2				2				1	1				60032261	468.840777620019
6003227	1	1	1	1	2		5	11		1																																				60032271	244.205105511488
6003227	2	1	2	1	1						3	8			1		1	1		2	2	2	4	25	2			2					2				2				1	1				60032271	244.205105511488
6003227	3	1	3	1	1						2	5			1		1	1		2	2	2	4	25	2			2					2				2				1	1				60032271	244.205105511488
6003228	1	1	1	1	2		4	7																																						60032281	250.674343824995
6003228	2	1	2	1	2		4	7																																						60032281	250.674343824995
6003228	3	1	3	1	1						2	3			1		1	1		2	2	2	4	20	2			2					2				2				1	1				60032281	250.674343824995
6003228	4	1	4	1	1						1	1			1		1	1		2	2	2	4	30	2			2					2				2				1	1				60032281	250.674343824995
6003229	1	1	1	1	2	9	3	3																																						60032291	320.369410787662
6003229	2	1	2	1	1						3	6			1		1	1		2	2	2	4	30	2			2					2				2				1	1				60032291	320.369410787662
6003229	3	1	3	1	1						2	3			1		1	1		2	2	2	4	30	2			2					2				2				1	1				60032291	320.369410787662
6003229	4	1	4	2	2	7	1																																		1	1				60032291	320.369410787662
6003230	1	1	1	1	2	3	3	4																																						60032301	464.393432521996
6003230	2	1	2	2	2	16	1																																		1	1				60032301	464.393432521996
6003230	3	1	3	1	2	9	4	6																																						60032301	464.393432521996
6003231	1	1	1	1	2		3	3																																						60032311	492.741882140634
6003231	2	1	2	1	2		3	1																																						60032311	492.741882140634
6003231	3	1	3	2	1						2	2			1		1	1		2	2	2	4	15	2			2					2				2				1	1				60032311	492.741882140634
6003231	4	1	4	1	2	9	3	2																																						60032311	492.741882140634
6003231	5	1	5	1	2	5	5	11		1																																				60032311	492.741882140634
6003232	1	1	1	1	2		3	2																																						60032321	260.701828160084
6003233	1	1	1	1	2		3	3																																						60032331	431.895567671368
6003233	2	1	2	1	2		3	1																																						60032331	431.895567671368
6003233	3	1	3	1	2	9	4	6																																						60032331	431.895567671368
6003233	4	1	4	1	2	5	4	6																																	1	1				60032331	431.895567671368
6003234	1	1	1	1	2		3	3																																						60032341	332.41162075425
6003234	2	1	2	1	2		3	4																																						60032341	332.41162075425
6003234	3	1	3	1	2	3	5	11		1																																				60032341	332.41162075425
6003234	5	1	5	1	1						2	2			1		1	1		2	2	2	5	15	2			2					2				2				1	2				60032341	332.41162075425
6003235	1	1	1	1	2		4	7																																						60032351	323.608828806622
6003235	2	1	2	1	2	9	3	5																																						60032351	323.608828806622
6003235	3	1	3	1	1						2	1			1		1	1		2	2	2	5	5	2			2					2				2				1	2				60032351	323.608828806622
6003236	1	1	1	2	2		1																																							60032361	332.515331512326
6003236	2	1	2	2	2		1																																							60032361	332.515331512326
6003236	3	1	3	1	1						2	2			1		1	1		2	2	2	4	5	2			2					2				2				1	2				60032361	332.515331512326
6003237	1	1	1	1	2	4	4	8																																						60032371	590.00828965171
6003238	1	1	1	1	2		3	1																																						60032381	190.609787597799
6003238	2	1	2	1	2		3	1																																						60032381	190.609787597799
6003239	1	1	1	1	2		3	3																																						60032391	2062.15889471126
6003239	2	1	2	1	2	9	5	11		3																																				60032391	2062.15889471126
6003240	1	1	1	1	2		3	5																																						60032401	2409.22458228129
6003240	2	1	2	1	2		3	5																																						60032401	2409.22458228129
6003241	1	1	1	1	2	3	9	3	4	1																																				60032411	2787.78706714412
6003241	2	1	2	1	2		7	1	1	3																																				60032411	2787.78706714412
6003241	3	1	3	1	1						4	10		2	1		1	1		1	2	2	4	15	2			2					1	28000	1	8	2				4					60032411	2787.78706714412
6003242	1	1	1	1	2	9	4	9																																						60032421	2633.09051228686
6003242	2	1	2	1	2	2	5	11		1																																				60032421	2633.09051228686
6003243	1	1	1	1	2		4	9																																						60032431	2385.3026429778
6003243	2	1	2	1	2		5	11		1																																				60032431	2385.3026429778
6003244	1	1	1	1	1						6	2	2	1	1		1						1	20	2			2					2				2									60032441	2157.382600729
6003244	2	1	2	1	2	3	8	2	3	3																																				60032441	2157.382600729
6003244	4	1	4	1	2		5	11		1																																				60032441	2157.382600729
6003245	1	1	1	1	2		3	5																																						60032451	2574.74393594995
6003245	2	1	2	1	1						7	2	1	1	1		1						3	18	1	1250	6000	2					2				2									60032451	2574.74393594995
6003246	1	1	1	1	2		3	4																																						60032461	2633.09051228686
6003246	2	1	2	1	2		5	11		1																																				60032461	2633.09051228686
6003247	1	1	1	1	2	3	7	1	1	3																																				60032471	2791.58338560738
6003247	2	1	2	1	2	3	7	1	1	1																																				60032471	2791.58338560738
6003248	1	1	1	1	2	3	11	5	5	1																																				60032481	2182.48356622774
6003248	2	1	2	1	1						6	3	3	3	1		1						4	30	2			2					2				2									60032481	2182.48356622774
6003248	3	1	3	1	1						2	1			2	2	1	1		1	1	1	6	5	2			2					2				2				1	1				60032481	2182.48356622774
6003248	4	1	4	1	2	9	6	3	3	5																																				60032481	2182.48356622774
6003249	1	1	1	1	2		4	7																																						60032491	1404.24464015298
6003249	2	1	2	1	2	9	9	2	2	1																																				60032491	1404.24464015298
6003249	3	1	3	1	1						2	2			1		1	4		2	2	2	4	7	1	200	3000	2					2				2				1	4				60032491	1404.24464015298
6003249	4	1	4	1	2	2	7	3	3	3																																				60032491	1404.24464015298
6003249	5	1	5	2	1						1	1			1		1	4		2	2	2	4	5	1	200	3000	2					2				2				1	4				60032491	1404.24464015298
6003250	1	1	1	1	2		7	2	2	1																																				60032501	2553.77260350792
6003250	2	1	2	1	2	9	7	2	2	3																																				60032501	2553.77260350792
6003250	3	1	3	1	1						4	10		1	1		1	4		2	2	2	4	15	2			2					2				2				1	2				60032501	2553.77260350792
6003250	4	1	4	1	1						2	4			1		1	1		2	2	2	1	5	2			2					2				2				4					60032501	2553.77260350792
6003251	1	1	1	1	2		3	4																																						60032511	239.06288152355
6003252	1	1	1	1	2		11	4	9	1																																				60032521	248.074880363841
6003252	2	1	2	1	2		11	5	5	1																																				60032521	248.074880363841
6003252	3	1	3	1	1						2	5			1		2	4		2	2	2	4	5	1	200	4000	2					2				2				1	2				60032521	248.074880363841
6003254	1	1	1	2	2		1																																							60032541	244.189213126205
6003255	1	1	1	1	2		1																																							60032551	234.556882103405
6003256	1	1	1	1	2		3	5																																						60032561	233.936549920896
6003256	2	1	2	1	2		3	5																																						60032561	233.936549920896
6003256	3	1	3	1	1						2	5			1		2	4		2	2	2	4	5	1	200	5000	2					2				2				1	2				60032561	233.936549920896
6003257	1	1	1	1	2		3	1																																						60032571	239.06288152355
6003257	2	1	2	1	2		3	2																																						60032571	239.06288152355
6003258	1	1	1	2	2		1																																							60032581	233.936549920896
6003258	2	1	2	1	2		3	5																																						60032581	233.936549920896
6003258	3	1	3	1	1						4	10		1	1		2	4		2	2	2	4	5	1	200	2000	2					2				2				4					60032581	233.936549920896
6003259	1	1	1	1	2		3	1																																						60032591	1870.65607106471
6003260	1	1	1	1	2		13	4	9	1																																				60032601	2026.83572724335
6003260	2	1	2	1	2		5	11		1																																				60032601	2026.83572724335
6003261	1	1	1	1	2		5	11		1																																				60032611	1960.50079712748
6003261	2	1	2	1	1						3	7			1		1	1		2	2	2	4	15	1	200	5000	2					2				2				1	5				60032611	1960.50079712748
6003261	4	1	4	1	2		3	2																																						60032611	1960.50079712748
6003261	5	1	5	1	2		3	1																																						60032611	1960.50079712748
6003261	6	1	6	1	2	2	11	5	5	1																																				60032611	1960.50079712748
6003262	1	1	1	1	2		4	7																																						60032621	2026.83572724335
6003262	2	1	2	1	2		4	7																																						60032621	2026.83572724335
6003263	1	1	1	1	2		5	11		2																																				60032631	1898.26946373377
6003263	2	1	2	1	2	3	5	11		1																																				60032631	1898.26946373377
6003263	3	1	3	2	1						2	2			1		1	2		2	2	2	4	5	1	0	1500	2					2				2				1	2				60032631	1898.26946373377
6003263	4	1	4	1	1						2	1			1		1	2		2	2	2	4	5	1	0	1500	2					2				2				1	2				60032631	1898.26946373377
6003263	5	1	5	1	2		4	9																																						60032631	1898.26946373377
6003264	1	1	1	1	2	2	11	5	5	1																																				60032641	1766.6174309376
6003265	1	1	1	1	2		3	5																																						60032651	2026.83572724335
6003265	2	1	2	1	2		13	2	7	3																																				60032651	2026.83572724335
6003266	1	1	1	1	2		5	11		1																																				60032661	2301.88431042184
6003268	1	1	1	1	2		3	2																																						60032681	229.430550500751
6003268	2	1	2	2	2		1																																							60032681	229.430550500751
6003269	1	1	1	2	2		1																																							60032691	243.568880943696
6003269	2	1	2	2	2		1																																							60032691	243.568880943696
6003269	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	500	7000	2					2				2				1	2				60032691	243.568880943696
6003270	1	1	1	1	2		4	7																																						60032701	234.556882103405
6003271	1	1	1	1	2		5	11		1																																				60032711	244.189213126205
6003272	1	1	1	1	2		3	3																																						60032721	239.06288152355
6003272	2	1	2	1	2		5	11		1																																				60032721	239.06288152355
6003273	1	1	1	1	2		3	5																																						60032731	243.568880943696
6003273	2	1	2	1	1						4	10		1	1		2	4		2	2	2	4	8	1	2300	15000	2					2				2				4					60032731	243.568880943696
6003273	3	1	3	1	1						2	4			1		2	4		2	2	2	4	8	1	2300	15000	2					2				2				1	1				60032731	243.568880943696
6003275	1	1	1	1	2		3	5																																						60032751	239.06288152355
