DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5095	P5100	P5120	P8692	P8692S1A1	P8692S2	P5110	P5130	P5140	P5160	P5160S1	P5160S1A1	P5160S2	P5160S2A1	LLAVEHOG	FEX_C
5009119	1	1	591	1	3								800000	2					50091191	1199.0455466162
5009120	1	1	591	1	1		1	2		2	300000000	2500000		2					50091201	1071.51336234725
5009121	1	1	591	1	1		1	2		2	500000000	2500000		2					50091211	1388.52907710449
5009122	1	1	591	1	3								250009	2					50091221	1282.22642508202
5009123	1	1	591	1	1		1	1	3		200000000	1000000		2					50091231	1370.66819316357
5009124	1	1	591	1	3								300000	2					50091241	1274.54441995189
5009125	1	1	591	1	1		1	1	2		120000000	1200000		2					50091251	968.082515750645
5009126	1	1	591	1	1		1	2		2	30000000	300000		2					50091261	1085.72024732077
5009127	1	1	591	1	3								400000	2					50091271	1035.8844272322
5009128	1	1	591	1	1		1	2		2	80000000	400000		2					50091281	1189.97936901996
5009129	1	1	591	1	3								550000	2					50091291	1333.98826476372
5009130	1	1	591	1	3								500000	2					50091301	1372.05236562968
5009131	1	1	591	1	3								1500000	2					50091311	1322.21654554111
5009133	1	1	591	1	3								240000	2					50091331	1402.30840578075
5009134	1	1	591	1	2	2000000	1	1	1		480000000	2000000		2					50091341	1509.1925746219
5009135	1	1	591	1	3								110000	2					50091351	1489.85046959062
5009136	1	1	591	1	3								370000	2					50091361	1182.67229563504
5009137	1	1	591	1	3								480000	2					50091371	1817.49407751887
5009138	1	1	591	1	1		1	1	1		75000000	300000		2					50091381	1552.07328706152
5009139	1	1	591	1	1		1	1	1		130000000	500000		2					50091391	1817.49407751887
5009140	1	1	591	1	4							750000		2					50091401	1614.23121835432
5009141	1	1	591	1	1		2				180000000	400000		2					50091411	1339.74425030072
5009142	1	1	591	1	1		1	2		2	120000000	1000000		2					50091421	1301.13830230774
5009143	1	1	591	1	1		1	1	4		60000000	300000		2					50091431	1143.28682560882
5009144	1	1	591	1	4							150000		2					50091441	1291.29260267827
5009146	1	1	591	1	3								500000	2					50091461	1614.23121835432
5009147	1	1	591	1	3								240000	2					50091471	1313.15036794487
5009148	1	1	591	1	1		1	1	1		120000000	800000		2					50091481	1291.29260267827
5009149	1	1	591	1	1		1	3			450000000	800000		2					50091491	1516.41322710942
5009150	1	1	591	1	3								600000	2					50091501	1341.12842276684
5009152	1	1	591	1	3								900000	2					50091521	1182.67229563504
5009153	1	1	591	1	1		1	3			600000000	2000000		2					50091531	1191.36354148607
5009154	1	1	591	1	3								1100000	2					50091541	1313.15036794487
5009155	1	1	591	1	1		1	3			400000000	600000		2					50091551	1189.97936901996
5009156	1	1	591	1	3								520000	2					50091561	1746.26996862983
5009157	1	1	591	1	1		1	1	1		500000000	1600000		2					50091571	1159.05542615711
5009158	1	1	591	1	2	2500000	2				500000000	2000000		2					50091581	1397.94722043671
5009159	1	1	591	1	3								460000	2					50091591	1134.22064801258
5009160	1	1	591	1	3								550000	2					50091601	1343.05444235996
5009161	1	1	591	1	3								800000	2					50091611	1313.15036794487
5009162	1	1	591	1	3								550000	1	1	50000000	2		50091621	1719.67608627397
5009163	1	1	591	1	1		1	2		2	600000000	2800000		2					50091631	1182.67229563504
5009164	1	1	591	1	1		1	2		2	300000000	1500000		2					50091641	1208.89124624568
5009165	1	1	591	1	3								120000	2					50091651	1086.54852242335
5009166	1	1	591	1	5							1000000		2					50091661	1719.67608627397
5009167	1	1	591	1	1		1	1	1		200000000	900000		2					50091671	1458.21025697343
5009168	1	1	591	1	1		1	1	1		300000000	1200000		2					50091681	1001.98347149142
5009169	1	1	591	1	3								1150000	2					50091691	1310.20447990399
5009170	1	1	591	1	3								1300000	2					50091701	1460.13627656656
5009171	1	1	591	1	1		1	1	1		500000000	2800000		2					50091711	1274.54441995189
5009172	1	1	591	1	2	1200000	1	1	1		180000000	800000		2					50091721	1458.21025697343
5009173	1	1	591	1	2	500000	1	1	1		200000000	1000000		2					50091731	1282.22642508202
5009174	1	1	591	1	3								940000	2					50091741	1308.44537569267
5009175	1	1	591	1	1		1	1	1		99	500000		2					50091751	1160.43959862322
5009176	1	1	591	1	3								1400000	2					50091761	1516.41322710942
5009177	1	1	591	1	3								1000000	2					50091771	1614.23121835432
5009178	1	1	591	1	4							400000		2					50091781	1199.0455466162
5009179	1	1	591	1	3								200000	2					50091791	1159.05542615711
5009180	1	1	591	1	3								500000	2					50091801	1313.15036794487
5009181	1	1	591	1	2	550000	1	2		2	120000000	500000		2					50091811	1362.98618803344
5009182	1	1	591	1	2	300000	2				100000000	400000		2					50091821	1331.28272313736
5009183	1	1	591	1	3								150000	2					50091831	1243.62047708904
5009184	1	1	591	1	3								400000	2					50091841	1372.5942127567
5009185	1	1	591	1	3								450000	2					50091851	1431.61637461758
5009186	1	1	591	1	3								600000	2					50091861	1291.29260267827
5009187	1	1	591	1	3								400000	2					50091871	1516.41322710942
5009188	1	1	591	1	1		1	1	1		150000000	300000		2					50091881	979.641238030395
5009189	1	1	591	1	3								300000	2					50091891	1592.37345308772
5009190	1	1	591	1	1		1	1	1		200000000	2500000		2					50091901	1282.22642508202
5009191	1	1	591	1	4							700000		2					50091911	1458.21025697343
5009192	1	1	591	1	1		2				150000000	1000000		2					50091921	1516.41322710942
5009193	1	1	591	1	1		1	1	1		120000000	1000000		2					50091931	1253.58635895697
5009194	1	1	591	1	1		1	3			60000000	250000		2					50091941	1489.13419983628
5009195	1	1	591	1	2	400000	2				80000000	700000		2					50091951	1313.15036794487
5009196	1	1	591	1	3								33000	2					50091961	1826.56025511512
5009197	1	1	591	1	1		1	3			140000000	500000		2					50091971	1274.54441995189
5009199	1	1	591	1	3								200000	2					50091991	1458.21025697343
5009200	1	1	591	1	1		1	2		2	150000000	300000		2					50092001	1071.51336234725
5009201	1	1	591	1	3								600000	2					50092011	1120.44947816413
5009202	1	1	591	1	3								500000	2					50092021	1301.13830230774
5009203	1	1	591	1	4							400000		2					50092031	1339.74425030072
5009204	1	1	591	1	1		1	1	1		400000000	700000		2					50092041	1620.23361885937
5009205	1	1	591	1	1		1	1	1		200000000	800000		2					50092051	1339.74425030072
5009206	1	1	591	1	3								270000	2					50092061	118.097051674045
5009207	1	1	591	1	3								400000	2					50092071	1295.20525598204
5009208	1	1	591	1	1		1	1	2		99	99		2					50092081	1351.75715309545
5009209	1	1	591	1	4							200000		2					50092091	152.378606443727
5009210	1	1	591	1	1		1	1	1		99	350000		2					50092101	1153.60449892479
5009211	1	1	591	1	3								600000	2					50092111	1304.42064225356
5009214	1	1	591	1	1		1	2		2	200000000	700000		2					50092141	1220.21361435795
5009215	1	1	591	1	3								370000	2					50092151	2976.50943439567
5009216	1	1	591	1	3								400000	2					50092161	1304.42064225356
5009218	1	1	591	1	3								420000	2					50092181	1085.58264728478
5009221	1	1	591	1	1		1	1	1		300000000	250000		2					50092211	281.82577432365
5009222	1	1	591	1	3								300000	2					50092221	1429.4177846801
5009223	1	1	591	1	1		1	3			200000000	1000000		2					50092231	1167.11243037024
5009224	1	1	591	1	5							200000		2					50092241	108.772752920154
5009225	1	1	591	1	1		1	1	1		99	150000		2					50092251	203.340715053791
5009226	1	1	591	1	3								350000	2					50092261	1444.21239219271
5009227	1	1	591	1	1		2				180000000	800000		2					50092271	1167.11243037024
5009228	1	1	591	1	1		1	2		2	80000000	600000		2					50092281	2390.05356107345
5009229	1	1	591	1	1		1	2		2	99	300000		2					50092291	782.345455031688
5009230	1	1	591	1	3								150000	2					50092301	711.729425228407
5009231	1	1	591	1	1		1	1	2		99	300000		2					50092311	333.031508143945
5009232	1	1	591	1	1		1	1	2		15000000	400000		1	2		1	1500000	50092321	844.539822417344
5009233	1	1	591	1	1		1	1	1		500000000	100000		2					50092331	450.426267950647
5009235	1	1	591	1	1		1	1	1		10000000	100000		2					50092351	820.663331305067
5009236	1	1	591	1	1		1	2		2	99	99		2					50092361	388.536759501269
5009237	1	1	591	1	4							300000		2					50092371	871.333079212281
5009238	1	1	591	1	3								120000	2					50092381	484.377344952349
5009239	1	1	591	1	1		1	2		2	99	100000		2					50092391	333.031508143945
5009240	1	1	591	1	1		2				100000000	300000		2					50092401	415.180581387728
5009241	1	1	591	1	2	550000	1	1	2		25000000	100000		2					50092411	647.694571205345
5009242	1	1	591	1	3								250000	2					50092421	738.883743157001
5009243	1	1	591	1	3								180000	2					50092431	679.430151151099
5009244	1	1	591	1	4							200000		2					50092441	789.105460813244
5009245	1	1	591	1	1		1	3			70000000	250000		2					50092451	632.572793335225
5009246	1	1	591	1	3								300000	2					50092461	743.439550457032
5009247	1	1	591	1	3								130000	2					50092471	870.523352687001
5009247	2	1	591	2	3								100000	2					50092472	870.523352687001
5009248	1	1	591	1	2	420000	1	2		2	50000000	300000		2					50092481	823.665994871126
5009251	1	1	591	1	3								37500	2					50092511	663.931073076033
5009252	1	1	591	1	3								41000	2					50092521	733.167830703647
5009253	1	1	591	1	1		1	1	1		3000000	30000		2					50092531	703.4257125472
5009254	1	1	591	1	3								320000	2					50092541	767.162091803571
5009255	1	1	591	1	3								250000	2					50092551	711.729425228407
5009256	1	1	591	1	3								150000	2					50092561	734.23870455051
5009257	1	1	591	1	1		2				20000000	500000		2					50092571	789.105460813244
5009259	1	1	591	1	3								320000	2					50092591	812.707725345479
5009261	1	1	591	1	4							100000		2					50092611	710.655240929284
5009262	1	1	591	1	5							50000		2					50092621	333.031508143945
5009263	1	1	591	1	3								150000	2					50092631	671.47869790988
5009264	1	1	591	1	1		1	2		2	150000000	300000		2					50092641	753.048541096366
5009265	1	1	591	1	1		1	1	1		40000000	4000000		2					50092651	670.77088508735
5009266	1	1	591	1	3								180000	2					50092661	647.636068618014
5009267	1	1	591	1	3								250000	2					50092671	831.255448413964
5009269	1	1	591	1	4							50000		2					50092691	333.031508143945
5009270	1	1	591	1	3								200000	2					50092701	932.653550520649
5009271	1	1	591	1	5							100000		2					50092711	502.487873644425
5009272	1	1	591	1	4							60000		2					50092721	333.031508143945
5009273	1	1	591	1	1		1	1	1		10000000	80000		2					50092731	383.335620225515
5009274	1	1	591	1	3								180000	2					50092741	1010.62633176523
5009275	1	1	591	1	3								300000	2					50092751	713.386717278316
5009276	1	1	591	1	1		1	1	1		60000000	400000		2					50092761	648.067173629566
5009277	1	1	591	1	1		1	1	1		100000000	400000		2					50092771	603.258578788782
5009278	1	1	591	1	1		1	1	1		1200000	200000		2					50092781	651.149353907083
5009279	1	1	591	1	1		1	1	1		70000000	400000		2					50092791	757.480163643814
5009280	1	1	591	1	1		1	1	1		100000000	100000		2					50092801	149.137867173855
5009282	1	1	591	1	1		1	1	2		15000000	80000		2					50092821	260.810175319335
5009283	1	1	591	1	1		1	1	1		25000000	100000		2					50092831	460.025376900327
5009284	1	1	591	1	1		1	1	1		50000000	300000		2					50092841	728.238727880226
5009285	1	1	591	1	3								100000	2					50092851	559.165132423283
5009286	1	1	591	1	1		1	2		2	50000000	300000		2					50092861	619.589092595394
5009287	1	1	591	1	1		1	1	1		99	99		2					50092871	619.589092595394
5009288	1	1	591	1	3								120000	2					50092881	710.185029525508
5009289	1	1	591	1	1		2				99	99		2					50092891	921.017427985571
5009290	1	1	591	1	1		1	1	1		70000000	300000		2					50092901	629.298326799561
5009291	1	1	591	1	1		2				99	99		2					50092911	574.78049775461
5009292	1	1	591	1	3								200000	2					50092921	1025.46614257445
5009293	1	1	591	1	2	500000	1	1	1		40000000	300000		2					50092931	619.84732202327
5009294	1	1	591	1	1		1	1	1		50000000	300000		2					50092941	651.149353907083
5009295	1	1	591	1	3								150000	2					50092951	847.708903813939
5009297	1	1	591	1	3								280000	2					50092971	877.173496480115
5009298	1	1	591	1	1		1	1	1		100000000	300000		2					50092981	886.155813618596
5009301	1	1	591	1	1		1	1	1		99	99		2					50093011	1013.98589709018
5009302	1	1	591	1	1		1	1	3		99	99		2					50093021	565.562483350658
5009303	1	1	591	1	3								280000	2					50093031	524.842203432456
5009304	1	1	591	1	2	550000	1	1	1		95000000	500000		2					50093041	405.416472387148
5009307	1	1	591	1	4							400000		2					50093071	637.066348726609
5009308	1	1	591	1	1		1	1	1		300000000	900000		2					50093081	683.535041334178
5009309	1	1	591	1	1		1	1	2		300000000	1000000		2					50093091	1059.56728340808
5009310	1	1	591	1	4							500000		2					50093101	712.747342642194
5009311	1	1	591	1	4							600000		2					50093111	527.72261554539
5009312	1	1	591	1	1		1	1	3		160000000	700000		2					50093121	509.655909963037
5009313	1	1	591	1	1		1	1	1		150000000	500000		2					50093131	683.535041334178
5009314	1	1	591	1	2	500000	1	1	1		120000000	500000		2					50093141	265.607472930945
5009315	1	1	591	1	3								480000	2					50093151	458.910220314891
5009316	1	1	591	1	3								420000	2					50093161	433.517640093374
5009317	1	1	591	1	3								500000	2					50093171	458.910220314891
5009318	1	1	591	1	2	380000	2				70000000	500000		2					50093181	529.783641704041
5009319	1	1	591	1	1		1	1	1		50000000	500000		2					50093191	313.65944134278
5009320	1	1	591	1	1		2				160000000	600000		2					50093201	594.67461155676
5009321	1	1	591	1	3								250000	2					50093211	387.592725343145
5009322	1	1	591	1	3								200000	2					50093221	497.297476344303
5009323	1	1	591	1	3								220000	2					50093231	443.8920009014
5009324	1	1	591	1	4							200000		2					50093241	606.08307401155
5009325	1	1	591	1	3								140000	2					50093251	420.078890702883
5009326	1	1	591	1	3								200000	2					50093261	420.078890702883
5009327	1	1	591	1	1		2				15000000	150000		2					50093271	263.861307772695
5009329	1	1	591	1	3								200000	2					50093291	411.671608111697
5009330	1	1	591	1	3								100000	2					50093301	486.93002715436
5009331	1	1	591	1	1		1	1	1		80000000	400000		2					50093311	387.592725343145
5009333	1	1	591	1	3								200000	2					50093331	191.21472110911
5009334	1	1	591	1	1		2				10000000	100000		2					50093341	246.808070240626
5009335	1	1	591	1	3								150000	2					50093351	140.151659185759
5009336	1	1	591	1	3								50000	2					50093361	157.196929050568
5009337	1	1	591	1	3								100000	2					50093371	263.376959279467
5009338	1	1	591	1	1		1	1	1		10000000	300000		2					50093381	154.284244822653
5009339	1	1	591	1	1		2				3000000	60000		2					50093391	193.582194615448
5009340	1	1	591	1	1		2				40000000	50000		2					50093401	154.284244822653
5009341	1	1	591	1	1		2				5000000	100000		2					50093411	230.735971224717
5009342	1	1	591	1	1		2				3000000	70000		2					50093421	246.808070240626
5009343	1	1	591	1	1		1	1	1		3000000	70000		2					50093431	408.533028902397
5009345	1	1	591	1	4							200000		2					50093451	221.907360731656
5009346	1	1	591	1	4							99		2					50093461	319.459420599243
5009347	1	1	591	1	4							200000		2					50093471	382.3194922293
5009348	1	1	591	1	4							450000		2					50093481	221.907360731656
5009349	1	1	591	1	3								600000	2					50093491	221.907360731656
5009350	1	1	591	1	2	2400000	1	1	1		99	500000		2					50093501	238.977157711014
5009351	1	1	591	1	3								1500000	2					50093511	221.907360731656
5009352	1	1	591	1	3								510000	2					50093521	221.907360731656
5009353	1	1	591	1	3								150000	2					50093531	443.814721463311
5009354	1	1	591	1	3								170000	2					50093541	845.715963618677
5009355	1	1	591	1	3								2000000	2					50093551	221.907360731656
5009356	1	1	591	1	1		1	1	1		70000000	300000		2					50093561	562.400126884792
5009357	1	1	591	1	1		2				50000000	300000		2					50093571	238.977157711014
5009358	1	1	591	1	3								190000	2					50093581	443.814721463311
5009359	1	1	591	1	3								200000	2					50093591	221.907360731656
5009360	1	1	591	1	3								560000	2					50093601	221.907360731656
5009363	1	1	591	1	4							50000		2					50093631	372.579471951682
5009364	1	1	591	1	3								560000	2					50093641	221.907360731656
5009366	1	1	591	1	2	250000	1	1	2		99	600000		2					50093661	238.977157711014
5009368	1	1	591	1	3								350000	2					50093681	344.033222183801
5009369	1	1	591	1	3								400000	2					50093691	372.579471951682
5009370	1	1	591	1	1		1	3			150000000	200000		2					50093701	270.580785604246
5009371	1	1	591	1	1		1	2		2	300000000	600000		2					50093711	207.220029578964
5009372	1	1	591	1	3								1000000	2					50093721	207.220029578964
5009373	1	1	591	1	3								700000	2					50093731	669.035953335871
5009374	1	1	591	1	3								600000	2					50093741	298.315433826033
5009375	1	1	591	1	1		1	1	1		300000000	200000		2					50093751	298.315433826033
5009378	1	1	591	1	1		1	1	1		200000000	500000		2					50093781	1699.29564112502
5009379	1	1	591	1	3								100000	2					50093791	2036.86328108453
5009380	1	1	591	1	3								500000	2					50093801	1904.93377537513
5009381	1	1	591	1	4							300000		2					50093811	1461.52518915065
5009382	1	1	591	1	1		1	2		2	240000000	800000		2					50093821	1715.48022580684
5009383	1	1	591	1	1		1	1	1		200000000	750000		2					50093831	1834.10337575194
5009384	1	1	591	1	3								750000	2					50093841	2328.31952835377
