"DIRECTORIO","CANT_HOG_COMPLETOS","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P1070","P4005","P4015","P4567","P8520","P8520S1","P8520S1A1","P8520S3","P8520S4","P8520S4A1","P8520S5","P4065","P4065S1","P4065S2","P4065S3","P4065S4","P5661","P5661S1","P5661S2","P5661S3","P5661S4","P5661S5","P5661S6","P5661S7","P5661S9","P1891","P1891S1","P1891S2","P1891S3","P1891S4","P1891S5","P1_DEPARTAMENTO","FEX_C","CLASE"
6000724,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,9,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",923.340237354749,1
6000727,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,3,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",570.663393046204,1
6000728,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,3,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",892.49206038798,1
6000729,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,1,2,2,1.79769313486232e+308,1,1,3,1,1,1,1,1,1.79769313486232e+308,2,2,1,2,2,"05",699.127883614839,1
6000730,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",375.277055979225,1
6000731,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",1333.86481140183,1
6000732,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,4,2,1,1.79769313486232e+308,2,2,2,2,2,"05",736.26267279615,1
6000733,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,4,4,1,1.79769313486232e+308,2,2,2,2,2,"05",743.522700979344,1
6000734,1,1,1,1,2,1,6,4,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"05",617.195712300704,1
6000735,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,3,1,1.79769313486232e+308,2,2,1,2,2,"05",588.809557639254,1
6000737,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,1,1,1,1,3,1,1,1.79769313486232e+308,2,2,2,2,1,"05",532.233872153122,1
6000738,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,3,3,1,1.79769313486232e+308,1,1,2,2,1,"05",490.349985389294,1
6000740,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",431.113732601519,1
6000741,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",435.824087065666,1
6000742,1,1,1,1,1,1,4,2,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,1,3,1,1,2,1,1,1.79769313486232e+308,1,1,1,2,1,"05",453.981081349255,1
6000743,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",412.956738317931,1
6000744,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",399.035327808236,1
6000745,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,1,2,2,1,1.79769313486232e+308,2,1,2,1,2,"05",411.815956426057,1
6000746,1,1,1,1,2,1,6,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,3,2,1,2,2,1,1.79769313486232e+308,1,1,2,2,2,"05",811.724923892766,1
6000747,1,1,1,1,2,1,4,2,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"05",433.542523281918,1
6000748,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",500.372417055106,1
6000749,1,1,1,1,2,1,4,1,1.79769313486232e+308,1,2,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"05",422.167794363479,1
6000750,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,3,3,2,2,3,3,1,1.79769313486232e+308,1,1,1,2,2,"23",2483.12452514846,1
6000751,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2720.52934962064,1
6000753,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",3109.88956989984,1
6000755,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2426.20209672187,1
6000756,3,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,2,4,1,1,4,2,1.79769313486232e+308,1,1,1,2,2,"23",2385.52324653432,1
6000757,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,3,3,1.79769313486232e+308,1,1,1,2,2,"23",1515.66870645002,1
6000758,1,1,1,1,1,1,7,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,1,2,1,4,4,1,1.79769313486232e+308,1,1,1,2,1,"23",2022.63992972645,1
6000759,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,2,1,1.79769313486232e+308,2,1,1,1,2,"23",2610.52749799164,1
6000760,2,1,1,1,1,1,7,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,1,2,1.79769313486232e+308,4,1,1,2,1,4,4,2,1.79769313486232e+308,1,1,2,2,2,"23",1363.75144705028,1
6000761,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,1,2,1.79769313486232e+308,1,1,1,2,1,"23",1470.75760319339,1
6000762,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,3,1,1,3,3,3,1.79769313486232e+308,2,2,2,2,2,"23",1983.9158413093,1
6000763,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,2,1,1,1,1,2,3,3,1.79769313486232e+308,1,2,1,2,2,"23",2161.04232807709,1
6000764,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,2,2,1.79769313486232e+308,2,2,2,2,2,"23",3270.95934199055,1
6000765,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2316.834664566,1
6000766,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,3,1,1,1.79769313486232e+308,2,1,1,1,2,"23",2326.66755439273,1
6000767,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,4,2,3,1,4,4,1.79769313486232e+308,1,2,2,2,2,"23",1931.16654672172,1
6000768,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,1,2,1,1,1.79769313486232e+308,1,3,1,2,1,2,2,2,1.79769313486232e+308,1,2,2,2,2,"23",2616.93818640394,1
6000769,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,2,2,1.79769313486232e+308,1,1,2,2,2,"23",2111.12969063537,1
6000770,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,1,2,1,1.79769313486232e+308,2,1,1,2,2,"23",2102.82084591056,1
6000771,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,3,3,1,2,3,3,2,1,1.79769313486232e+308,1,1,2,2,2,"23",2291.53384765525,1
6000772,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,"23",2777.45177804723,1
6000773,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,2,2,2,1,2,2,1,1.79769313486232e+308,1,2,1,2,2,"23",2010.99583623559,1
6000774,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,3,1,2,2,1.79769313486232e+308,1,1,2,2,2,"23",3148.67026377489,1
6000775,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2185.48834767863,1
6000776,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,1,1,1,1,3,1,1,1.79769313486232e+308,1,2,2,2,2,"23",2616.93818640394,1
6000777,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,2,2,1,1,1,3,2,1,1.79769313486232e+308,2,1,1,2,2,"23",2545.18225036646,1
6000778,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,3,2,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2450.01390634835,1
6000779,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,3,3,1,2,1,2,2,1,1.79769313486232e+308,1,1,1,1,2,"23",2970.8558201526,1
6000780,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,2,1,1,2,4,1,1.79769313486232e+308,1,2,2,2,2,"23",2693.82941923284,1
6000781,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,2,4,2,4,1,4,3,1,1.79769313486232e+308,1,1,2,2,2,"23",2166.15396274945,1
6000782,1,1,1,1,2,1,6,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,2,1,1,2,1,1.79769313486232e+308,1,1,2,2,2,"23",2458.45812771084,1
6000783,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,4,2,1,1,2,4,4,1.79769313486232e+308,2,2,2,2,2,"23",363.873663212504,2
6000784,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,3,1,3,1,1,4,1,1.79769313486232e+308,1,2,2,2,2,"23",581.545098307106,2
6000785,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,2,1,1.79769313486232e+308,2,1,2,2,2,"23",2228.13580237348,1
6000786,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,3,2,1,2,2,3,3,1.79769313486232e+308,1,2,2,2,2,"23",1703.63025064405,1
6000787,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,3,4,1,3,1,2,3,3,1.79769313486232e+308,2,1,2,2,2,"23",436.407145231369,2
6000788,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2111.80538940815,1
6000790,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,1,4,1,3,4,1,1.79769313486232e+308,1,2,2,2,2,"23",473.230372180144,2
6000791,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,2,2,2,"23",2330.94689897281,1
6000792,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,1,4,1,4,1,3,4,1,1.79769313486232e+308,1,1,1,1,2,"23",262.756727023771,2
6000793,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",2219.78975544474,1
6000794,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,4,4,1,3,1,4,4,3,1.79769313486232e+308,1,2,1,2,2,"23",262.756727023771,2
6000795,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,3,1,2,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"23",473.230372180144,2
6000796,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,2,2,2,2,2,"23",320.41399560327,2
6000797,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,1,4,1,2,4,3,1.79769313486232e+308,2,2,2,2,2,"23",190.272011750168,2
6000798,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,4,1,3,1,3,3,2,1.79769313486232e+308,2,2,1,2,2,"23",408.08112132342,2
6000800,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,4,1,3,1,2,3,1,1.79769313486232e+308,2,1,2,2,2,"23",262.756727023771,2
6000801,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,1,3,1,1.79769313486232e+308,1,2,2,2,2,"23",519.074039746477,2
6000802,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,2,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,3,1,2,1,1,2,1,1.79769313486232e+308,1,2,2,2,2,"23",284.387889587371,2
6000803,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,1,2,2,1,3,3,2,1.79769313486232e+308,2,2,2,2,2,"23",620.481214645635,2
6000804,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,3,1,1,2,2,1,1.79769313486232e+308,2,2,1,2,2,"23",540.635738487179,2
6000805,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,2,1,2,3,2,1.79769313486232e+308,1,2,2,2,2,"23",379.617098173694,2
6000806,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,1,2,1,1.79769313486232e+308,2,1,2,2,2,"23",599.327878748836,2
6000807,1,1,1,1,1,1,6,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,3,1,1.79769313486232e+308,1,1,1,1,2,"23",335.999371126536,2
6000808,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,1,1,2,2,1,1.79769313486232e+308,2,2,1,2,2,"23",331.446476612032,2
6000809,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"23",489.664099515494,2
6000810,1,1,1,1,1,1,7,6,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,2,2,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"23",200.391216730216,2
6000811,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,3,1,1.79769313486232e+308,1,1,1,2,2,"23",676.65250376869,2
6000812,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,2,3,1,1.79769313486232e+308,2,2,2,2,2,"23",363.873663212504,2
6000813,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,1,1,2,2,1,1.79769313486232e+308,2,1,2,2,2,"23",600.067891336859,2
6000814,1,1,1,1,1,1,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,2,1,1,1,2,1,1.79769313486232e+308,2,1,1,2,2,"23",453.950066597564,2
6000815,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,1,2,2,2,2,2,1.79769313486232e+308,1,1,2,2,2,"27",622.073399361451,1
6000816,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,2,2,2,2,1,3,4,2,1.79769313486232e+308,1,2,2,2,2,"27",655.50023158443,1
6000817,1,1,1,1,1,5,7,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,1,1.79769313486232e+308,1,4,4,2,1,2,4,4,1.79769313486232e+308,1,1,1,1,1,"27",653.693291629988,1
6000818,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,2,2,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"27",531.480384863716,1
6000819,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,1,1,1,1,1,2,2,1.79769313486232e+308,2,1,2,2,2,"27",861.417591179399,1
6000820,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,2,2,2,2,1,2,2,1,1.79769313486232e+308,2,2,2,2,2,"27",616.504185054223,1
6000821,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"27",642.305278505971,1
6000822,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,2,2,2,1,2,1,4,1.79769313486232e+308,1,1,2,2,1,"27",445.392995027962,1
6000823,3,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,1,1,1.79769313486232e+308,2,2,2,2,2,"27",560.202492400259,1
6000824,2,1,1,1,1,1,2,4,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,2,1,2,2,2,1.79769313486232e+308,2,1,2,2,2,"27",635.42178989412,1
6000825,1,1,1,1,2,1,4,4,1.79769313486232e+308,1,1,1,1,3,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,2,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"27",622.528162334087,1
6000826,1,1,1,1,1,1,4,4,1.79769313486232e+308,1,2,2,1,2,2,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,2,2,1.79769313486232e+308,1,1,2,2,1,"27",533.164579225982,1
6000827,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,3,2,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,2,2,2,1,2,2,2,1.79769313486232e+308,2,2,2,2,2,"27",452.197618411643,1
6000828,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,2,1,2,2,1.79769313486232e+308,1,2,1,2,1.79769313486232e+308,1,2,1,2,1,1,2,2,1.79769313486232e+308,1,2,2,2,2,"27",655.50023158443,1
6000829,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,3,3,3,2,2,2,3,3,1.79769313486232e+308,1,2,1,2,2,"08",2087.59593897087,1
6000830,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2234.89664217141,1
6000831,1,1,1,1,1,1,4,1,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",3761.86704264668,1
6000832,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,2,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2725.36822750444,1
6000833,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,1,2,2,1,1.79769313486232e+308,1,1,1,1,1,1,2,1,1.79769313486232e+308,1,1,1,1,2,"08",2933.04064174167,1
6000834,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2825.91436551383,1
6000835,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2458.39313643769,1
6000836,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2725.36822750444,1
6000837,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",1807.22665996627,1
6000838,1,1,1,1,1,1,6,4,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2655.58965422255,1
6000839,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,2,2,2,2,"08",2802.15642975386,1
6000840,1,1,1,1,2,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,4,2,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"08",2546.6833974878,1
6000841,1,1,1,1,1,1,6,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,1,1,1.79769313486232e+308,2,1,2,2,2,"08",2831.0804330067,1
6000842,1,1,1,1,1,1,4,3,1.79769313486232e+308,1,1,1,1,3,1,1.79769313486232e+308,2,2,2,2,1.79769313486232e+308,1,2,1,1,1,2,1,1,1.79769313486232e+308,2,2,1,2,2,"08",2672.81746399447,1
