DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P5000	P5010	P5016	P5016S2	P5016S3	P5016S4	P5016S5	P5016S6	P5666	P8526	P5022	P5024	P5030	P1892	P1892S1	P1892S2	P1892S3	P1892S4	P1893	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P5012S8	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	LLAVEHOG	FEX_C	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU
6000128	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	1	1		4	2		2	60001281	2072.99402227519	3	1389413.33333333	1389413.33333333	463137.777777778	0
6000129	1	1	1	3	2				1			2	1	1	1	1			1			1	1	1		1		1	1	1	1			1	1	1	2	2	1	2	1	1	1	1	1		4	2		1	60001291	4713.63043948548	3	1870000	1870000	623333.333333333	0
6000130	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	2	1	1	1	1		4	2		2	60001301	5019.70224602885	4	1111333.33333333	1111333.33333333	277833.333333333	0
6000131	1	1	1	2	2		1				1	2	1	1	1	1			1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	1	1		4	2		2	60001311	7536.72840020724	4	860000	860000	215000	0
6000132	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	2	1	1	2	2	1	1	1	1	1		4	2		2	60001321	4728.86936904074	4	2331000	2331000	582750	0
6000133	1	1	1	2	1				1			2	1	1	1	1			1			1	1	1				1	1					1	1	1	2	2	1	2	2	1	1	1	1		1	2		1	60001331	4594.07481491396	1	760000	760000	760000	0
6000134	1	1	1	2	2				1			2	1	1	1	1		1	1	1		1	1	1			1		1					1	1	1	2	2	1	2	2	1	1	2	1		4	2		1	60001341	6351.97480173569	5	2030000	2030000	406000	0
6000136	1	1	1	4	2				1			2	1	1	1	1		1	1	1		1	1	2										2	1	2	2	2	2	2	1	1	1	1	1		4	2		1	60001361	4396.14453030213	3	2228000	2228000	742666.666666667	0
6000137	1	1	1	2	1				1			2	1	1	1	1		1	1	1		2	1	2										1	1	1	2	2	2	2	1	1	2	1	1		4	2		2	60001371	4195.37904826401	2	516666.666666667	516666.666666667	258333.333333333	0
6000138	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										2	2	2	1	2	2	2	1	1	1	1	1		4	2		1	60001381	3610.64238921563	3	1210000	1210000	403333.333333333	0
6000139	1	1	1	2	2				1			2	1	1	1	1		1	1	1		1	1	2										1	2	1	2	2	2	2	1	1	1	1	1		4	2		2	60001391	5831.21911425122	5	410000	410000	82000	0
6000140	1	1	1	4	3				1			2	1	1	1	1		1	1	1		3	1	2										1	1	1	2	2	2	2	2	1	1	1	1		4	2		1	60001401	3265.23593614556	3	1350666.66666667	1350666.66666667	450222.222222222	0
6000141	1	1	1	2	2				1			2	3	1	1	1		1				1	1	1			1	1	1					1	1	2	2	2	2	2	2	1	1	1	1		4	2		1	60001411	4471.6639779434	6	3416666.66666667	3416666.66666667	569444.444444444	0
6000143	1	1	1	5	3				1			2	3	1	1	1		1	1	1		1	1	1			1							2	2	2	2	2	2	2	1	1	1	2	1		4	2		1	60001431	3043.40948917371	4	630000	630000	157500	0
6000144	1	1	1	3	2				1			2	3	1	1	1			1	1		1	1	1		1								1	1	1	2	2	2	2	2	1	1	1	1		4	2		1	60001441	3322.14408555028	4	1691666.66666667	1691666.66666667	422916.666666667	0
6000145	1	1	1	4	1				1			1	3	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	2	1	1		4	2		1	60001451	2807.58213590625	2	313333.333333333	313333.333333333	156666.666666667	0
6000146	1	1	1	4	2				1			2	3	1	1	1		1				1	1	1			1	1	1					1	1	1	1	2	2	2	1	1	1	1	1		4	2		2	60001461	4524.19370769766	3	3278583.33333333	3278583.33333333	1092861.11111111	0
6000147	1	1	1	3	2				1			2	3	1	1	1				1		1	1	2										2	1	2	2	2	2	2	2	1	1	1	1		4	2		2	60001471	4739.0879771313	7	3767317.66666667	3767317.66666667	538188.238095238	0
6000148	1	1	1	5	4				1			1	1	1	1	1			1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	6	1		2	2		2	60001481	587.616953056647	5	3078000	3078000	615600	0
6000150	1	1	1	4	3		1					1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	2	1		2	2		2	60001501	372.631725961703	3	1600000	1600000	533333.333333333	0
6000152	1	1	1	3	2		1					1	1	1	1	1			1	1		1	1	2										1	1	2	2	2	1	1	1	7		1	1		2	2		2	60001521	442.206118403276	4	1205833.33333333	1205833.33333333	301458.333333333	0
6000153	1	1	1	4	2		1					1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	7		1	1		2	2		2	60001531	418.149630916739	3	940000	940000	313333.333333333	0
6000154	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	7		1	1		2	2		2	60001541	601.268877453403	4	0	0	0	0
6000155	1	1	1	2	1		1					2	1	1	1	1			1			1	1	2										1	1	2	2	2	1	2	1	7		1	1		4	2		2	60001551	250.279224075838	2	1400000	1400000	700000	0
6000156	1	1	1	1	1		1					1	1	2	1	2			1			1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60001561	470.501024635991	4	970000	970000	242500	0
6000157	1	1	1	4	3				1			1	1	1	2	1			1	1		1	1	2										1	1	1	1	1	2	1	1	1	1	4	1		2	2		2	60001571	250.279224075838	3	800000	800000	266666.666666667	0
6000158	1	1	1	1	1		1					1	1	2	1	2			1			1	1	2										1	1	2	2	2	2	2	2	1	1	1	1		2	2		2	60001581	315.426865242449	1	41666.6666666667	41666.6666666667	41666.6666666667	0
6000159	1	1	1	4	3		1					1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	7		1	1		2	2		2	60001591	428.392337497225	3	800000	800000	266666.666666667	0
6000160	1	1	1	4	3		1					1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	7		1	1		2	2		2	60001601	442.206118403276	4	1200000	1200000	300000	0
6000162	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	1	1	1		2	2		2	60001621	697.491475594392	2	2270833.33333333	2270833.33333333	1135416.66666667	0
6000163	1	1	1	3	1		1					1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	1	1	1	1	1	1	2	1		2	2		2	60001631	315.426865242449	1	565833.333333333	565833.333333333	565833.333333333	0
6000164	1	1	1	2	1		1					1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	10		1	1		2	2		2	60001641	250.279224075838	1	1930333.33333333	1930333.33333333	1930333.33333333	0
6000166	1	1	1	3	2		1					1	1	1	1	1			1	1		1	1	2										1	1	1	2	2	1	1	1	7		1	1		2	2		2	60001661	727.049317096293	5	1077000	1077000	215400	0
6000167	1	1	1	3	1		1					1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	1	1	7		1	1		2	2		2	60001671	369.166675358283	2	480000	480000	240000	0
6000169	1	1	1	1	1				1			2	1	1	1	2					1	1	1	2										1	2	2	2	2	2	2	2	10		6	5	2				2	60001691	524.614935638213	1	550000	550000	550000	0
6000170	1	1	1	1	1				1			2	1	1	1	1			1			1	1	2										1	1	2	2	2	2	2	2	7		1	2		4	2		2	60001701	524.614935638213	1	700000	700000	700000	0
6000171	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	10		1	1		2	2		2	60001711	554.29825826751	1	4000000	4000000	4000000	0
6000172	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	1	1	1	1	1	1		2	2		2	60001721	369.166675358283	2	240833.333333333	240833.333333333	120416.666666667	0
6000174	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	1	1	1	1	1	1		2	2		2	60001741	250.279224075838	2	750000	750000	375000	0
6000175	1	1	1	3	2		1					1	1	1	1	1			1	1		2	1	2										1	1	2	2	2	2	2	1	1	2	1	1		2	2		2	60001751	279.572285027584	3	1400000	1400000	466666.666666667	0
6000176	1	1	1	3	1		1					1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	2	2	1		2	2		2	60001761	315.426865242449	1	516666.666666667	516666.666666667	516666.666666667	0
6000177	1	1	1	7	1				1			2	1	1	4	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	1	1	2	2	1	1	1	2	1		4	2		2	60001771	1595.60748788622	2	610000	610000	305000	0
6000178	1	1	1	5	1				1			2	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	1	1	2	2	1	1	1	2	1		4	2		2	60001781	1922.79708711624	2	2700000	2700000	1350000	0
6000179	1	1	1	5	4		1					2	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1	1		1	1	2	1	1	1	2	1	1	1	4	1		4	2		1	60001791	1783.33186345859	4	5380000	5380000	1345000	0
6000180	1	1	1	7	3		1					2	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	2	2	1	2	1	1	1	2	1		4	2		2	60001801	1934.21013064475	3	1583000	1213000	606500	370000
6000181	1	1	1	7	1		1					2	1	1	3	1		1	1	1		1	1	1		1	1	1	1		1			1	1	1	2	1	1	2	1	1	1	6	1		4	2		2	60001811	2301.88431042184	1	3633333.33333333	3633333.33333333	3633333.33333333	0
6000182	1	1	1	3	1		1					2	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	1	1	2	2	1	1	1	1	1		4	2		2	60001821	2215.16996074938	3	1230000	1230000	410000	0
6000183	1	1	1	4	1		1					2	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	1	1	1	2	1	1	1	1	1		4	1	6	2	60001831	1870.65607106471	1	640000	640000	640000	0
6000184	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	2	2	1		2	2		2	60001841	2890.36837180212	4	1073000	1073000	268250	0
6000185	1	1	1	2	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60001851	3113.14305543326	5	785333.333333333	785333.333333333	157066.666666667	0
6000186	1	1	1	4	1				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	2	1	3		2	2		2	60001861	2393.16014187997	2	2199500	2199500	1099750	0
6000187	1	1	1	4	3				1			1	1	1	1	1			1			1	1	2										1	1	1	1	2	2	2	1	1	2	2	3		2	2		2	60001871	2734.36415777393	5	1444000	1444000	288800	0
6000188	1	1	1	3	2				1			2	1	1	1	1			1			2	1	2										1	1	1	1	2	2	2	1	1	2	1	1		4	1	6	2	60001881	3430.52344946929	7	1279500	1279500	182785.714285714	0
6000189	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										1	1	2	1	2	1	1	1	1	2	1	1		2	2		2	60001891	3200.78066288848	4	1300000	1300000	325000	0
6000190	1	1	1	1	1				1			2	6								1	2	1	2										1	1	1	2	2	2	2	1	10		6	5	2				2	60001901	2745.17793325368	1	62500	62500	62500	0
6000191	1	1	1	1	1				1			1	1	2	2	2			1			2	1	2										1	1	1	2	2	2	2	1	1	1	1	2		2	2		2	60001911	2831.82959421106	3	1300333.33333333	1300333.33333333	433444.444444444	0
6000192	1	1	1	2	1					1		2	1	1	1	1			1	1		1	1	2										1	1	2	1	1	1	2	1	1	2	2	1		4	1	6	2	60001921	3330.91859708949	8	1386666.66666667	1386666.66666667	173333.333333333	0
6000193	1	1	1	5	4				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	2	1	3		2	2		2	60001931	2289.01916195589	5	1383333.33333333	1383333.33333333	276666.666666667	0
6000194	1	1	1	4	1			1				1	1	2	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	3		2	2		2	60001941	2393.16014187997	2	1102333.33333333	1102333.33333333	551166.666666667	0
6000195	1	1	1	2	1		1	1				2	1	1	1	1				1		1	1	1				1	1					1	1	1	1	2	2	1	1	1	2	3	1		4	2		2	60001951	2989.71458119553	5	915000	915000	183000	0
6000196	1	1	1	1	1				1			2	1	2	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		4	1	6	2	60001961	2641.76425684104	3	960000	960000	320000	0
6000197	1	1	1	2	1				1			2	1	2	2	2			1			1	1	2										1	1	2	2	2	2	2	1	1	2	1	1		4	1	6	2	60001971	2914.45063664646	3	808000	808000	269333.333333333	0
6000198	1	1	1	2	1				1			2	1	2	1	2		1	1	1		1	1	2										1	1	2	1	2	2	2	1	8		1	3		4	2		2	60001981	2393.16014187997	2	1210000	1210000	605000	0
6000199	1	1	1	3	1		1	1				1	1	1	1	1		1	1			1	1	2										1	1	2	1	2	1	1	1	1	2	1	1		2	2		1	60001991	2293.08662897512	2	400000	400000	200000	0
6000200	1	1	1	3	1				1			2	1	1	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	1	1		4	2		2	60002001	2492.50635127337	3	720000	720000	240000	0
6000201	1	1	1	4	1				1			1	1	1	1	1		1	1	1		2	1	2										1	1	1	2	2	2	2	1	1	2	1	1		2	2		2	60002011	2517.23439608535	2	742500	742500	371250	0
6000202	1	1	1	5	3		1					2	1	2	2	1		1	1	1		1	1	1		1								1	1	1	1	2	1	1	1	1	2	4	1		4	2		2	60002021	163.75671762972	4	2850000	2850000	712500	0
6000203	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	2	1	1		4	2		2	60002031	163.75671762972	4	2010910.33333333	2010910.33333333	502727.583333333	0
6000204	1	1	1	3	2				1			2	1	2	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	1	2	1	1		4	1	6	2	60002041	157.141459926027	4	640000	640000	160000	0
6000205	1	1	1	4	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	1	1	4	1		4	2		2	60002051	508.545164808716	4	241666.666666667	241666.666666667	60416.6666666667	0
6000206	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	6	1		4	2		1	60002061	246.492172233645	2	2300000	2300000	1150000	0
6000207	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		4	2		1	60002071	558.445678859727	5	2698000	2698000	539600	0
6000208	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		4	2		2	60002081	246.492172233645	4	1100000	1100000	275000	0
6000209	1	1	1	1	1				1			2	1	2	1	2			1			1	1	2										2	2	2	2	2	2	2	1	1	1	1	1		4	2		2	60002091	329.325183787585	4	260000	260000	65000	0
6000210	1	1	1	4	3				1			2	1	1	2	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	2	1		4	2		1	60002101	246.492172233645	3	475000	475000	158333.333333333	0
6000211	1	1	1	2	1				1			2	1	2	1	1			1			1	1	1		1	1	1	1		1			1	1	2	1	2	2	2	1	1	1	1	1		4	2		2	60002111	325.242504930332	4	1323333.33333333	1323333.33333333	330833.333333333	0
6000212	1	1	1	3	2				1			2	1	2	1	2			1			1	1	2										2	1	2	1	2	2	2	2	1	1	1	1		4	1	6	2	60002121	334.346525806602	2	1530000	1530000	765000	0
6000213	1	1	1	8	3				1			2	1	1	3	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	4	1		4	2		1	60002131	605.775653660833	5	700000	700000	140000	0
6000214	1	1	1	1	1				1			2	1	1	2	1		1	1			1	1	2										2	1	1	2	2	2	2	2	1	1	2	1		4	2		1	60002141	396.227495972382	3	0	0	0	0
6000215	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	1	1		4	2		2	60002151	363.580700960471	2	1690000	1690000	845000	0
6000216	1	1	1	5	4				1			2	1	2	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	1	1	2	1		4	2		2	60002161	462.695354253605	5	2033976.41666667	2033976.41666667	406795.283333333	0
6000217	1	1	1	3	2		1					2	1	1	2	1		1	1	1		1	1	2										1	2	2	1	2	2	2	2	1	1	1	1		4	2		1	60002171	246.492172233645	4	2000000	2000000	500000	0
6000218	1	1	1	5	1				1			2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	2	1		4	2		2	60002181	254.675651982178	2	10000000	10000000	5000000	0
6000219	1	1	1	3	1				1			2	1	1	1	1			1			1	1	2										1	1	2	2	2	1	2	1	1	1	1	1		4	2		2	60002191	343.300839435914	2	333333.333333333	333333.333333333	166666.666666667	0
6000220	1	1	1	5	4				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	1	1	1	1		4	2		1	60002201	976.022109453392	8	1218333.33333333	1218333.33333333	152291.666666667	0
6000221	1	1	1	4	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	1	1		4	2		2	60002211	503.473810306688	3	685000	685000	228333.333333333	0
6000222	1	1	1	3	2			1				2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	2	1	1	4	1		4	2		2	60002221	595.687932620868	5	3235833.33333333	3235833.33333333	647166.666666667	0
6000223	1	1	1	1	1				1			2	1	2	1	1			1			1	1	2										1	1	2	2	2	2	2	1	1	1	1	5	2				2	60002231	516.676825849889	1	275000	275000	275000	0
6000224	1	1	1	1	1				1			2	1	1	1	1		1		1		1	1	2										2	1	2	2	2	2	2	1	1	1	6	1		4	2		2	60002241	516.676825849889	1	0	0	0	0
6000225	1	1	1	2	1				1			2	1	2	1	1		1	1	1		1	1	2										2	1	2	2	2	2	2	1	1	1	1	1		4	2		2	60002251	310.654044424003	1	550000	550000	550000	0
6000226	1	1	1	4	1				1			2	1	2	1	1			1			1	1	2										1	1	2	2	2	1	2	1	1	1	1	1		4	2		1	60002261	310.654044424003	1	500000	500000	500000	0
6000232	1	1	1	1	1				1			2	1	1	1	1		1				1	1	2										2	2	2	2	2	2	2	2	1	1	1	5	2				2	60002321	663.245036378029	1	1400000	1400000	1400000	0
6000234	1	1	1	4	1				1			2	1	1	1	1		1				1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		4	2		1	60002341	310.654044424003	1	41666.6666666667	41666.6666666667	41666.6666666667	0
6000235	1	1	1	4	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	4	1		4	2		1	60002351	246.492172233645	1	2900000	2900000	2900000	0
6000236	1	1	1	1	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	4	2		4	2		2	60002361	246.492172233645	1	900000	900000	900000	0
6000237	1	1	1	1	1				1			2	1	1	1	1		1				1	1	2										1	1	1	2	2	2	2	1	1	2	4	4		4	2		2	60002371	246.492172233645	1	3200000	3200000	3200000	0
6000238	1	1	1	1	1				1			2	1	1	1	1		1				1	1	2										1	1	2	2	2	2	2	2	1	1	6	1		4	2		2	60002381	516.676825849889	1	0	0	0	0
6000239	1	1	1	1	1				1			2	1	1	1	1		1				1	1	2										1	1	2	2	2	2	2	2	1	1	6	1		4	2		2	60002391	246.492172233645	1	1500000	1500000	1500000	0
6000240	1	1	1	1	1				1			2	1	1	1	1		1				1	1	2										1	1	1	1	2	2	2	1	1	1	6	1		4	2		2	60002401	516.676825849889	1	2000000	2000000	2000000	0
6000241	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	2	2	1	1	2	1	1	1	1	1		2	2		2	60002411	4548.38342497893	3	400000	400000	133333.333333333	0
6000242	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	2	1		2	2		1	60002421	2981.91249350865	4	1212000	1212000	303000	0
6000243	1	1	1	3	1						1	1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	1	1	1	1	1	1	1		2	2		2	60002431	4380.4057969706	2	2903333.33333333	2903333.33333333	1451666.66666667	0
6000244	1	1	1	1	1		1					2	1	1	1	1				1		1	1	1		1		1	1					1	1	2	1	1	1	2	1	1	1	1	2		4	2		2	60002441	3390.69715411993	4	1750000	1750000	437500	0
6000245	1	1	1	10	2				1			1	1	1	2	1		1	1	1		1	1	1		1		1	1	1	1			1	1	2	2	2	2	2	1	1	1	1	1		2	1	1	1	60002451	2208.9929333832	4	2405158.33333333	2405158.33333333	601289.583333333	0
6000246	1	1	1	5	4				1			1	1	1	1	1		1	1	1		1	1	1				1						1	1	2	1	2	1	2	1	1	1	1	1		2	2		2	60002461	6731.09687718741	7	3071666.66666667	3071666.66666667	438809.523809524	0
6000247	1	1	1	6	4				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	1	2	1	1	2	1	1	1	1		2	2		2	60002471	4593.67449984064	7	3886700	3886700	555242.857142857	0
6000248	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	2	1	2	2	2	2	1	1	1	1		2	2		1	60002481	4589.18703001016	4	1872500	1872500	468125	0
6000250	1	1	1	4	2		1				1	1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	1	1	1	1	1	1	1		2	2		1	60002501	2448.92876471086	2	1808333.33333333	1808333.33333333	904166.666666667	0
6000251	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1	1				1	1	2	2	2	2	2	2	1	1	1	1		2	2		1	60002511	3520.76893612176	1	0	0	0	0
6000253	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	1	1	1	1		2	2		1	60002531	4287.91408476457	3	1553000	1553000	517666.666666667	0
6000254	1	1	1	4	3			1			1	1	1	1	1	1		1	1	1		2	1	2										1	1	1	1	2	1	1	1	1	1	1	1		2	2		2	60002541	4355.30720076572	5	4313333.33333333	4313333.33333333	862666.666666667	0
6000256	1	1	1	4	3		1				1	1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	1	1	1	1	1	2	1		2	2		1	60002561	4148.91435720665	5	4433333.33333333	4433333.33333333	886666.666666667	0
6000257	1	1	1	6	1		1					1	1	1	1	1		1	1			1	1	2										1	1	1	2	2	1	2	1	1	1	1	2		2	2		2	60002571	3433.45731573863	1	16666.6666666667	16666.6666666667	16666.6666666667	0
6000258	1	1	1	5	2		1				1	1	1	1	1	1			1	1		1	1	1		1	1	1	1					1	1	2	1	2	1	1	1	1	2	2	1		2	2		1	60002581	256.267569161402	4	2760306.66666667	2760306.66666667	690076.666666667	0
6000259	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	2	1		2	2		2	60002591	255.942670493067	3	1800000	1800000	600000	0
6000260	1	1	1	4	1				1			2	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	1	1		4	2		2	60002601	412.836119371815	1	600000	600000	600000	0
6000260	2	1	2	2	1				1			2	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	1	1		4	2		2	60002602	412.836119371815	2	866666.666666667	866666.666666667	433333.333333333	0
6000261	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	1	1	1	2	2	1		2	2		2	60002611	206.189665699111	3	935000	935000	311666.666666667	0
6000262	1	1	1	2	2				1			2	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	1	2		4	2		2	60002621	162.969947147785	3	1450000	1450000	483333.333333333	0
6000263	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	1	1	1		2	2		2	60002631	460.675809083164	7	2536666.66666667	2536666.66666667	362380.952380952	0
6000264	1	1	1	2	1						1	2	1	2	1	1			1			1	1	2										1	1	1	1	1	1	2	1	1	2	2	1		4	1	7	1	60002641	225.785025446772	2	916666.666666667	916666.666666667	458333.333333333	0
6000265	1	1	1	4	2				1			2	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	1	1		4	2		2	60002651	332.350138541829	4	949666.666666667	949666.666666667	237416.666666667	0
6000266	1	1	1	3	2				1			2	1	1	2	1		1		1		1	1	2										1	1	2	2	2	1	2	1	1	2	1	1		1	1	7	1	60002661	225.785025446772	2	625000	625000	312500	0
6000267	1	1	1	3	2				1			1	1	1	1	1			1	1		1	1	2										1	1	2	2	1	1	2	2	1	2	2	1		2	2		2	60002671	223.85465286928	5	930000	930000	186000	0
6000268	1	1	1	2	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	2	2	1		2	2		2	60002681	225.785025446772	2	1130000	1130000	565000	0
6000269	1	1	1	2	1						1	1	1	1	1	1			1	1		1	1	2										1	1	2	1	1	2	2	1	2	2	2	3		2	1	1	2	60002691	421.853700118836	9	2385333.33333333	2385333.33333333	265037.037037037	0
6000270	1	1	1	3	1						1	2	1	1	1	1		1	1	1		1	1	1		1	1	1	1		1			1	1	1	2	1	1	2	1	2	2	6	1		4	2		2	60002701	225.785025446772	2	3068333.33333333	3068333.33333333	1534166.66666667	0
6000271	1	1	1	4	3		1					2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	1	1	1	1	1	1	1		4	2		2	60002711	206.189665699111	3	1579190.33333333	1579190.33333333	526396.777777778	0
6000272	1	1	1	5	3				1			2	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	1	1		4	2		2	60002721	153.208227118004	3	1200000	1200000	400000	0
6000273	1	1	1	4	2				1			2	1	1	3	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	2	2	2	1		4	2		1	60002731	179.227925383309	2	2423333.33333333	2423333.33333333	1211666.66666667	0
6000274	1	1	1	1	1				1			2	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	1	2		4	2		2	60002741	117.619272325861	4	1333333.33333333	1333333.33333333	333333.333333333	0
6000275	1	1	1	5	3				1			2	1	1	3	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	1	1		4	2		2	60002751	611.386821652574	6	2066666.66666667	2066666.66666667	344444.444444444	0
6000277	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	1	1		4	2		1	60002771	147.007981028533	3	1900000	1900000	633333.333333333	0
6000278	1	1	1	2	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	2	1		2	2		2	60002781	137.119533251622	1	1600000	1600000	1600000	0
6000279	1	1	1	2	1				1			1	1	1	1	1		1		1		1	1	2										1	1	1	2	2	1	1	1	1	1	2	1		2	2		2	60002791	239.052516528212	3	850000	850000	283333.333333333	0
6000280	1	1	1	4	4				1			2	1	2	1	1		1	1	1		1	1	1		1		1	1					2	1	1	1	2	2	2	1	2	2	2	1		4	1	6	2	60002801	168.478040825448	6	2920000	2920000	486666.666666667	0
6000281	1	1	1	5	3				1			2	1	1	1	1		1	1	1		2	1	2										1	1	2	1	2	2	2	1	2	2	1	1		4	1	1	2	60002811	296.149215057407	3	2034500	2034500	678166.666666667	0
6000282	1	1	1	4	3				1			1	1	1	1	1			1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	1	1		2	2		1	60002821	155.203229238511	5	2600000	2600000	520000	0
