DIRECTORIO	NRO_ENCUESTA	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P3	P5660	P1070	P4005	P4015	P4567	P8520	P8520S1	P8520S1A1	P8520S3	P8520S4	P8520S4A1	P8520S5	P4065	P4065S1	P4065S2	P4065S3	P4065S4	P5661	P5661S1	P5661S2	P5661S3	P5661S4	P5661S5	P5661S6	P5661S7	P5661S8	CANT_HOG_COMPLETOS	P1_DEPARTAMENTO	REGION	REGION_BUENAVENTURA	FEX_C
5000236	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2							1			1	11	5		1216.57325137581
5000237	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2		1	1	1			1			1	11	5		963.377523498443
5000238	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2				1	1					1	11	5		1144.06634764206
5000240	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1308.44537569267
5000241	590	1	1	1	1	09-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2			1							1	11	5		1216.57325137581
5000242	590	1	1	1	1	09-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2				1						1	11	5		1286.58761042606
5000243	590	1	1	1	1	09-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2		1								1	11	5		1044.95060482844
5000246	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2			1							1	11	5		1189.97936901996
5000248	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2			1	1						1	11	5		1006.68846374362
5000249	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2				1						1	11	5		1727.31617123524
5000250	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1301.13830230774
5000251	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1		1						1	11	5		1243.62047708904
5000252	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2					1	1				1	11	5		1462.54031748043
5000253	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1286.58761042606
5000254	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2		1		1	1	1	1			1	11	5		1301.13830230774
5000256	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2				1						1	11	5		1477.80727911644
5000257	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2							1			1	11	5		1580.73648680077
5000258	590	1	1	1	1	10-09-2016 00:00:00	2	1	5	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1583.30727549147
5000259	590	1	1	1	1	11-09-2016 00:00:00	2	1	6	3		1	3	1	1	3	1		2	2	2	2		1					1			1	11	5		1407.68091471794
5000261	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1								1	11	5		1431.61637461758
5000262	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2			1	1				1		1	11	5		1376.95539810074
5000265	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1		1		1				1	11	5		1291.29260267827
5000267	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1		1		1				1	11	5		1098.1072447031
5000269	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1614.23121835432
5000270	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1								1	11	5		1431.61637461758
5000271	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	2	1	3	1		2	2	2	2									1	1	11	5		1915.31206876377
5000272	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2				1						1	11	5		1159.05542615711
5000273	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2			1			1				1	11	5		1348.81042789697
5000274	590	1	1	1	1	11-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1282.22642508202
5000276	590	1	1	1	1	11-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2			1							1	11	5		1221.27824362802
5000277	590	1	1	1	1	05-09-2016 00:00:00	2	1	4	2		1	3	1	1	6	1		2	2	2	2		1								1	15	2		466.661912198761
5000279	590	1	1	1	1	05-09-2016 00:00:00	2	1	4	1		1	3	1	1	6	1		2	2	2	2		1		1			1			3	15	2		740.098362673178
5000281	590	1	1	1	1	06-09-2016 00:00:00	2	2	4	2		1	3	1	1	6	1		2	2	2	2		1		1		1	1	1		1	15	2		693.820119736896
5000282	590	1	1	1	1	06-09-2016 00:00:00	1	2	4	2		1	3	1	1	6	1		2	2	2	2		1								1	15	2		592.039814269176
5000283	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	1		1	3	1	1	6	1		2	2	2	2				1						1	15	2		528.029652100457
5000285	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	4		1	3	1	1	6	1		2	2	2	2									1	1	15	2		657.792417223441
5000286	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	2		1	3	1	1	6	1		2	2	2	2		1		1						1	15	2		645.00901358268
5000287	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	4		1	3	1	1	6	1		2	2	2	2									1	1	15	2		692.998318193166
5000288	590	1	1	1	3	07-09-2016 00:00:00	1	2	7	2		1	2	2	2		1		2	2	2	2									1	1	15	2		277.735881949409
5000289	590	1	1	1	3	07-09-2016 00:00:00	1	1	6	4		1	2	2	2		1		2	2	2	2								1		1	15	2		125.637516060033
5000291	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2				1						1	15	2		2643.24730721662
5000292	590	1	1	1	3	08-09-2016 00:00:00	1	1	4	4		1	2	2	2		1		2	2	2	2									1	1	15	2		125.637516060033
5000293	590	1	1	1	3	08-09-2016 00:00:00	1	1	4	1		1	1	2	2		1		2	2	2	2									1	1	15	2		361.091333594164
5000295	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2						1	1			1	15	2		678.154746386976
5000296	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	15	2		678.154746386976
5000298	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2							1			1	15	2		831.255448413964
5000299	590	1	1	1	1	08-09-2016 00:00:00	1	1	5	2		1	2	1	1	2	1		2	2	2	2									1	1	15	2		647.636068618014
5000300	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	15	2		656.295334681764
5000301	590	1	1	1	1	09-09-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	15	2		647.636068618014
5000302	590	1	1	1	1	09-09-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	15	2		831.255448413964
5000304	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	15	2		685.954248315466
5000305	590	1	1	1	1	10-09-2016 00:00:00	1	2	5	2		1	2	1	1	2	1		2	2	2	1									1	1	15	2		559.820170661082
5000306	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2		1								1	50	2		1249.26757932612
5000307	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2				1						1	50	2		879.490678921992
5000308	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2									1	1	50	2		1043.82622084359
5000309	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2		1								1	50	2		813.741412542897
5000310	590	1	1	1	1	05-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2				1			1			1	50	2		2343.62211575881
5000311	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	3		1	4	1	1	3	1		2	2	2	2		1								1	50	2		983.419498300599
5000312	590	1	1	1	1	05-09-2016 00:00:00	3	1	6	4		1	1	1	1	3	1		2	2	2	1									1	1	50	2		2515.60359539463
5000313	590	1	1	1	1	05-09-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2				1						1	50	2		2262.88209389181
5000314	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	1									1	1	50	2		1661.8113722334
5000315	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	4		1	1	1	1	5	1		2	2	2	2			1		1					1	50	2		1954.78618147562
5000316	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	1	2		1								1	50	2		2641.75941544461
5000317	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2								1		1	50	2		1774.58723276621
5000318	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	50	2		1713.3819078906
5000319	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2			1					1		1	50	2		2239.33319387027
5000320	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2					1					1	50	2		1753.5509181057
5000321	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2							1			1	50	2		1713.3819078906
5000322	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	50	2		2199.16418365516
5000323	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	50	2		1774.58723276621
5000324	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	1	2			1	1						1	50	2		2101.97831618611
5000325	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	3		1	3	1	1	3	1		2	2	2	2		1	1		1			1		1	50	2		2199.38630057154
5000326	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	4		1	1	1	1	3	1		2	2	2	2								1		1	50	2		1774.58723276621
5000327	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2			1					1		1	50	2		1774.58723276621
5000328	590	1	1	1	1	07-09-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	50	2		2199.16418365516
5000330	590	1	1	1	1	07-09-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2			1					1		1	50	2		2138.91656290371
5000331	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	50	2		907.378121490658
5000332	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		1	2	2	1			1				1			1	50	2		996.498034489947
5000333	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	50	2		730.010203088065
5000334	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2		1								1	50	2		988.535481466164
5000336	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	3		1	3	1	1	3	1		2	2	2	2		1	1	1			1			1	50	2		1154.24077192259
5000339	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	3	1	1	2	1		2	2	2	2							1			1	50	2		981.843455349545
5000340	590	1	1	1	1	08-09-2016 00:00:00	3	1	4	1		1	4	1	1	3	1		2	2	2	2									1	1	50	2		1131.4410469459
5000342	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2			1				1			1	50	2		1015.27845341892
5000343	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2			1				1			1	50	2		876.775459052852
5000344	590	1	1	1	1	08-09-2016 00:00:00	2	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	50	2		1131.4410469459
5000345	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	50	2		2092.67711273868
5000346	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2			1							1	50	2		2032.42949198722
5000347	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2			1					1		1	50	2		2455.13385772679
5000349	590	1	1	1	1	09-09-2016 00:00:00	3	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	50	2		2262.88209389181
5000350	590	1	1	1	1	09-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	50	2		1183.63330138824
5000351	590	1	1	1	1	09-09-2016 00:00:00	2	1	4	3		1	1	1	1	3	1		2	2	2	2			1							1	50	2		2308.48154384519
5000352	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2							1			1	50	2		1023.54071501764
5000353	590	1	1	1	1	04-09-2016 00:00:00	1	1	6	4		1	3	1	1	2	1		2	2	2	2								1		1	50	2		1097.37530238208
5000355	590	1	1	1	1	05-09-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2								1		1	50	2		933.560548897327
5000356	590	1	1	1	1	05-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	50	2		926.965190937431
5000357	590	1	1	1	1	05-09-2016 00:00:00	1	1	6	4		1	3	1	1	2	1		2	2	2	2									1	1	50	2		806.481382980914
5000358	590	1	1	1	1	05-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2		1			1			1		1	50	2		835.290462161777
5000359	590	1	1	1	1	05-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	50	2		1044.59344254273
5000360	590	1	1	1	3	06-09-2016 00:00:00	1	5	6	4		1	9	2	2		1		2	2	2	1									1	1	50	2		474.542672400855
5000362	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2								1		1	50	2		1853.93038187486
5000363	590	1	1	1	1	06-09-2016 00:00:00	2	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	50	2		1670.58092432355
5000367	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	50	2		937.748310051835
5000369	590	1	1	1	1	07-09-2016 00:00:00	3	1	6	3		2		1	1	2	1		2	2	2	2								1		1	50	2		1065.12872127347
5000371	590	1	1	1	3	07-09-2016 00:00:00	1	1	6	4		1	9	2	2		1		2	2	2	2									1	1	50	2		591.598385746478
5000372	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2		1						1		1	50	2		745.91402670138
5000373	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	50	2		1670.58092432355
5000374	590	1	1	1	1	07-09-2016 00:00:00	2	1	6	4		1	2	1	1	2	1		2	2	2	2								1		1	50	2		806.481382980914
5000376	590	1	1	1	1	08-09-2016 00:00:00	2	1	6	4		1	2	1	1	2	1		2	2	2	2								1		1	50	2		982.648889078187
5000377	590	1	1	1	3	08-09-2016 00:00:00	1	5	6	4		1	1	2	2		1		2	2	2	2									1	1	50	2		966.817806770578
5000378	590	1	1	1	1	08-09-2016 00:00:00	1	1	6	4		1	3	1	1	2	1		2	2	2	2									1	1	50	2		1006.77868710255
5000379	590	1	1	1	1	10-09-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2									1	1	50	2		825.388760701001
5000381	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2									1	1	41	3		919.766566080382
5000382	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1					1	1		1	41	3		1185.91056847186
5000383	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2			1							1	41	3		1004.85373208512
5000384	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	41	3		1387.59955719902
5000385	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	41	3		966.214395012088
5000388	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2							1			1	41	3		852.893714123175
5000389	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2							1			1	41	3		895.151195716965
5000391	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2			1							1	41	3		895.151195716965
5000393	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2		1					1			1	41	3		876.553705384403
5000394	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2						1	1	1		1	41	3		1069.89905134939
5000396	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	41	3		691.100677721349
5000398	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2		1								1	41	3		911.191721651649
5000399	590	1	1	1	1	08-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2		1								1	41	3		919.383389795352
5000400	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	41	3		895.151195716965
5000401	590	1	1	1	1	08-09-2016 00:00:00	1	3	7	4		1	2	1	1	3	1		1	2	2	2		1								1	41	3		938.364056412943
5000403	590	1	1	1	1	08-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2							1	1		1	41	3		961.640871389142
5000404	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	41	3		1046.72803739388
5000405	590	1	1	1	1	08-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	41	3		915.193042457436
5000407	590	1	1	1	1	08-09-2016 00:00:00	1	5	7	4		1	2	2	1	3	2		2	2	2	2			1	1				1		1	41	3		1147.0938990522
5000409	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	5		1	2	1	1	3	1		2	2	2	2					1					1	41	3		714.271691676856
5000410	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	1		1	4	1	1	3	1		2	2	2	2		1								1	41	3		980.238361721704
5000412	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	1		1	4	1	1	3	1		2	2	2	2		1								1	41	3		1111.92533127662
5000414	590	1	1	1	1	09-09-2016 00:00:00	1	1	6	1		1	2	1	1	3	1		2	2	2	2									1	1	41	3		1070.05102596786
5000419	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2								1		1	41	3		1142.60420187251
5000422	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	1		1	4	1	1	3	1		2	2	2	2		1								1	41	3		911.191721651649
5000423	590	1	1	1	1	10-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2								1		1	41	3		1105.39692609007
5000425	590	1	1	1	1	10-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	41	3		1105.39692609007
5000428	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	41	3		881.127229007349
5000429	590	1	1	1	1	10-09-2016 00:00:00	2	1	2	1		1	5	1	1	3	1		2	2	2	2		1	1		1	1				1	41	3		1387.59955719902
5000430	590	1	1	1	1	10-09-2016 00:00:00	2	1	2	1		1	5	1	1	3	1		2	2	2	2		1					1			1	41	3		876.553705384403
5000431	590	1	1	1	1	06-09-2016 00:00:00	2	1	6	1		1	2	1	1	3	1		2	2	2	2									1	1	18	3		318.533174363305
5000432	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		1	2	2	2			1		1			1		1	18	3		520.457205778944
5000433	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2		1			1					1	18	3		334.667023910785
5000435	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2		1	1	1	1		1	1		1	18	3		334.667023910785
5000436	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		1	2	2	2			1							1	18	3		498.55490613554
5000437	590	1	1	1	1	11-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	18	3		422.039057301641
5000438	590	1	1	1	1	11-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		1	1	2	2									1	1	18	3		426.277758765705
5000439	590	1	1	1	1	11-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	18	3		437.958905408613
5000440	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		1	1	2	2		1	1		1		1	1		1	18	3		452.779057503129
5000442	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2		1	1	1	1			1		1	18	3		341.767520667089
5000443	590	1	1	1	1	07-09-2016 00:00:00	3	1	6	1		1	2	1	1	3	1		2	2	2	2		1								1	18	3		412.573236805179
5000444	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2								1		1	18	3		412.573236805179
5000445	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2		1			1					1	18	3		304.292506353505
5000446	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		1	2	2	2									1	1	18	3		507.664925534247
5000447	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2					1					1	18	3		336.413189069035
5000448	590	1	1	1	1	07-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	18	3		336.413189069035
5000449	590	1	1	1	1	07-09-2016 00:00:00	2	1	6	4		1	2	1	1	2	1		2	2	2	2		1	1				1	1		1	18	3		334.667023910785
5000451	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	18	3		529.783641704041
5000452	590	1	1	1	1	07-09-2016 00:00:00	1	1	6	1		1	1	1	1	3	1		2	2	2	2			1		1					1	18	3		349.273174564793
5000453	590	1	1	1	1	07-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	18	3		473.218593575751
5000454	590	1	1	1	1	07-09-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		1	2	2	2		1	1	1	1			1		1	18	3		334.667023910785
5000455	590	1	1	1	1	07-09-2016 00:00:00	1	5	7	4		1	1	1	1	3	1		2	2	2	2			1				1			1	18	3		367.153189270523
5000457	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	18	3		452.779057503129
5000458	590	1	1	1	1	08-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2		1								1	18	3		540.151090893985
5000459	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	4		1	1	1	1	3	1		2	2	2	2		1								1	18	3		530.596997912683
5000460	590	1	1	1	1	08-09-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2		1			1					1	18	3		367.153189270523
5000461	590	1	1	1	1	10-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2			1		1					1	18	3		444.157773471435
5000462	590	1	1	1	1	09-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2		1								1	18	3		383.505505082781
5000463	590	1	1	1	1	09-09-2016 00:00:00	1	1	6	4		1	1	1	1	2	1		2	2	2	2								1		1	18	3		458.977925565951
5000466	590	1	1	1	1	10-09-2016 00:00:00	3	1	5	4		1	2	1	1	3	1		2	2	2	2			1					1		1	91	9		887.629442926622
5000469	590	1	1	1	1	11-09-2016 00:00:00	3	1	5	4		1	2	1	1	6	1		2	2	2	2		1					1			1	91	9		734.442877837562
5000470	590	1	1	1	1	11-09-2016 00:00:00	3	5	6	4		1	1	2	1	2	2		2	2	2	2									1	1	91	9		494.093231320968
5000472	590	1	1	1	1	01-09-2016 00:00:00	1	1	4	3		1	1	1	1	3	1		2	2	2	2									1	1	85	9		402.023262500086
5000473	590	1	1	1	1	01-09-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2			1		1		1			1	85	9		298.297748432394
5000474	590	1	1	1	1	02-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2					1		1			1	85	9		207.220029578964
5000475	590	1	1	1	1	02-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	85	9		708.833806975694
5000477	590	1	1	1	1	02-09-2016 00:00:00	1	1	6	3		1	1	1	1	3	1		2	2	2	2									1	1	85	9		406.738895327462
5000479	590	1	1	1	1	03-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2				1						1	85	9		207.220029578964
5000480	590	1	1	1	1	03-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2		1	1	1	1	1	1	1		1	85	9		414.104153311762
5000481	590	1	1	1	1	03-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2		1								1	85	9		703.905800280428
5000482	590	1	1	1	1	03-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2			1	1				1		1	85	9		828.880118315855
5000483	590	1	1	1	1	03-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	85	9		207.220029578964
5000484	590	1	1	1	1	03-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	85	9		207.220029578964
5000485	590	1	1	1	1	04-09-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2			1							1	85	9		207.220029578964
5000486	590	1	1	1	1	04-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	85	9		207.220029578964
5000487	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	2	85	9		611.610894613972
5000488	590	1	1	1	1	05-09-2016 00:00:00	1	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	85	9		480.624571842245
5000489	590	1	1	1	1	06-09-2016 00:00:00	1	1	6	3		1	3	1	1	3	1		2	2	2	2			1		1			1		1	85	9		207.220029578964
5000490	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	4		1	3	1	1	3	1		2	2	2	2									1	1	85	9		207.220029578964
5000491	590	1	1	1	1	06-09-2016 00:00:00	2	1	4	4		1	3	1	1	3	1		2	2	2	2		1						1		1	85	9		406.738895327462
